step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
140,'C848738212','4','F',75705,'M1823072687','28007','es_transportation',22.98,0
137,'C278484907','2','F',30504,'M1823072687','28007','es_transportation',55.86,0
143,'C23740594','5','F',94499,'M1823072687','28007','es_transportation',7.26,0
154,'C1043944424','1','F',75425,'M1823072687','28007','es_transportation',5.68,0
161,'C1821681988','3','U',67372,'M1823072687','28007','es_transportation',36.63,0
112,'C169775918','5','F',48131,'M1823072687','28007','es_leisure',37.57,0
164,'C869954068','4','F',50632,'M1823072687','28007','es_transportation',60.34,0
161,'C717345438','5','F',18565,'M1823072687','28007','es_transportation',5.76,0
170,'C1772071898','2','F',80343,'M1823072687','28007','es_transportation',19.62,0
24,'C1341517098','4','U',73030,'M1823072687','28007','es_transportation',51.12,0
107,'C1890075917','1','F',87648,'M1823072687','28007','es_leisure',25.78,0
20,'C793890087','2','F',74584,'M1823072687','28007','es_transportation',47.75,0
68,'C1329920992','4','F',80096,'M1823072687','28007','es_transportation',1.86,0
31,'C62153477','4','F',07913,'M1823072687','28007','es_transportation',122.42,0
78,'C592679392','2','F',34475,'M1823072687','28007','es_leisure',13.39,0
179,'C1463141739','2','F',92628,'M1823072687','28007','es_transportation',63.17,0
85,'C1753498738','2','F',03649,'M1823072687','28007','es_leisure',27.17,0
125,'C1468001998','4','F',90996,'M1823072687','28007','es_transportation',8.01,0
151,'C954150626','1','F',53889,'M1823072687','28007','es_transportation',81.53,0
143,'C1275518867','4','F',45333,'M1823072687','28007','es_leisure',72.21,0
106,'C2046797625','2','F',40831,'M1823072687','28007','es_transportation',19.69,0
158,'C1929167055','2','U',44119,'M1823072687','28007','es_transportation',79.15,0
103,'C652253057','4','F',35722,'M1823072687','28007','es_transportation',184.42,0
91,'C1819552999','2','F',22849,'M1823072687','28007','es_transportation',32.99,0
166,'C859276623','3','U',88214,'M1823072687','28007','es_leisure',16.53,0
161,'C1470676414','3','U',93439,'M1823072687','28007','es_transportation',24.23,0
79,'C868933598','2','F',76852,'M1823072687','28007','es_transportation',66.88,0
171,'C1377339988','3','U',07091,'M1823072687','28007','es_leisure',111.72,0
62,'C734397713','2','F',32746,'M1823072687','28007','es_leisure',60.45,0
80,'C620542168','5','F',27108,'M1823072687','28007','es_transportation',1.22,0
79,'C914488986','3','U',58752,'M1823072687','28007','es_leisure',79.98,0
114,'C1557540123','2','F',98288,'M1823072687','28007','es_transportation',10.43,0
75,'C603564532','2','F',33972,'M1823072687','28007','es_leisure',10.71,0
91,'C1141481813','1','F',66967,'M1823072687','28007','es_transportation',6.95,0
116,'C281893917','3','F',74814,'M1823072687','28007','es_transportation',5.22,0
96,'C810134226','3','F',63062,'M1823072687','28007','es_transportation',50.35,0
87,'C1806072501','3','F',47614,'M1823072687','28007','es_transportation',6.97,0
159,'C196806031','4','U',35432,'M1823072687','28007','es_transportation',20.93,0
47,'C1927849279','3','F',83879,'M1823072687','28007','es_leisure',29.05,0
52,'C1948527523','4','U',93644,'M1823072687','28007','es_wellnessandbeauty',96.97,0
148,'C1687722078','3','F',78684,'M1823072687','28007','es_transportation',25.47,0
93,'C39607150','5','F',35810,'M1823072687','28007','es_transportation',150.16,0
114,'C1156808163','2','F',70480,'M1823072687','28007','es_transportation',172.66,0
100,'C1292770722','3','F',04299,'M1823072687','28007','es_transportation',11.13,0
64,'C300112558','2','F',73344,'M1823072687','28007','es_transportation',71.27,0
16,'C1956971543','4','F',17790,'M1823072687','28007','es_transportation',70.21,0
86,'C238162071','1','F',97862,'M1823072687','28007','es_transportation',0.44,0
177,'C1258211852','2','F',42071,'M1823072687','28007','es_transportation',10.73,0
66,'C1549232957','2','F',93148,'M1823072687','28007','es_transportation',2.8,0
61,'C1746579125','2','U',64159,'M1823072687','28007','es_transportation',10.63,0
82,'C1807259356','3','F',14921,'M1823072687','28007','es_transportation',0.92,0
55,'C833126375','2','F',87422,'M1823072687','28007','es_home',14.78,0
74,'C17359646','2','F',37805,'M1823072687','28007','es_transportation',53.89,0
101,'C1574217480','4','F',29898,'M1823072687','28007','es_wellnessandbeauty',11.9,0
72,'C214836772','2','F',10873,'M1823072687','28007','es_transportation',19.5,0
144,'C1645579872','2','F',33649,'M1823072687','28007','es_transportation',14.92,0
40,'C299357678','6','F',85463,'M1823072687','28007','es_transportation',9.58,0
164,'C546927133','4','F',31969,'M1823072687','28007','es_transportation',22.03,0
37,'C1876642037','4','U',58325,'M1823072687','28007','es_transportation',16.54,0
130,'C83086349','3','U',46991,'M1823072687','28007','es_transportation',12.19,1
31,'C1114643543','3','F',33333,'M1823072687','28007','es_transportation',39.02,0
54,'C1782998558','5','U',48221,'M1823072687','28007','es_transportation',51.85,0
49,'C915430510','2','U',71368,'M1823072687','28007','es_transportation',13.43,0
73,'C344209010','5','F',79718,'M1823072687','28007','es_transportation',3.07,0
130,'C205797331','2','F',28253,'M1823072687','28007','es_transportation',13.27,0
65,'C1181615831','5','F',02058,'M1823072687','28007','es_transportation',112.72,0
60,'C374053775','2','F',88483,'M1823072687','28007','es_transportation',26.32,0
77,'C485578112','2','U',98823,'M1823072687','28007','es_transportation',96.51,0
53,'C2084449024','2','U',14297,'M1823072687','28007','es_transportation',50.12,0
81,'C1267749701','U','F',73163,'M1823072687','28007','es_leisure',8.2,0
80,'C74848504','5','F',89507,'M1823072687','28007','es_transportation',46.8,0
22,'C1385354747','3','F',67526,'M1823072687','28007','es_transportation',15.9,0
159,'C402571153','3','F',94986,'M1823072687','28007','es_transportation',21.03,0
130,'C156162339','3','F',61568,'M1823072687','28007','es_leisure',48.08,0
177,'C1553941793','0','F',97881,'M1823072687','28007','es_transportation',2.13,0
108,'C1341662543','2','U',36261,'M1823072687','28007','es_transportation',2.48,0
111,'C1964602402','2','F',46608,'M1823072687','28007','es_transportation',4.86,0
29,'C1202857292','2','F',67259,'M1823072687','28007','es_transportation',2.21,0
21,'C2104923127','3','F',82350,'M1823072687','28007','es_transportation',14.33,0
22,'C1644291222','4','F',52375,'M1823072687','28007','es_transportation',47.57,0
7,'C98707741','3','F',37428,'M1823072687','28007','es_transportation',11.79,0
140,'C698358493','3','F',05419,'M1823072687','28007','es_transportation',36.93,0
64,'C918933783','3','F',04200,'M1823072687','28007','es_transportation',90.24,0
54,'C1577104524','3','F',52078,'M1823072687','28007','es_transportation',51.42,0
168,'C706757729','4','F',55814,'M1823072687','28007','es_transportation',40.38,0
6,'C894687005','2','F',89157,'M1823072687','28007','es_transportation',16.9,0
176,'C518028573','5','F',27164,'M1823072687','28007','es_transportation',11.7,0
164,'C365096731','2','F',47294,'M1823072687','28007','es_transportation',39.52,0
53,'C1903013338','4','F',36206,'M1823072687','28007','es_transportation',12.24,0
29,'C249282739','4','F',69451,'M1823072687','28007','es_transportation',98.16,0
60,'C2138823885','2','F',45307,'M1823072687','28007','es_sportsandtoys',40.87,0
5,'C2016997607','2','F',17537,'M1823072687','28007','es_transportation',18.81,0
178,'C730142143','4','U',09022,'M1823072687','28007','es_transportation',47.07,0
175,'C1487582791','3','F',62085,'M1823072687','28007','es_transportation',5.43,0
121,'C438957460','1','F',80579,'M1823072687','28007','es_leisure',83.41,0
163,'C476466255','1','U',06466,'M1823072687','28007','es_transportation',59.91,0
41,'C1374783350','5','F',45608,'M1823072687','28007','es_transportation',46.81,0
169,'C345742557','3','F',85070,'M1823072687','28007','es_leisure',38.01,0
113,'C1125832994','3','F',22279,'M1823072687','28007','es_transportation',5.15,0
74,'C602096181','2','F',77781,'M1823072687','28007','es_transportation',42.62,0
140,'C1760524265','2','F',62165,'M1823072687','28007','es_transportation',0.44,0
53,'C2016890783','5','F',17588,'M1823072687','28007','es_leisure',90.47,0
35,'C1886871597','5','F',85010,'M1823072687','28007','es_transportation',26.11,0
154,'C692102449','3','F',79399,'M1823072687','28007','es_transportation',22.49,0
158,'C1134533551','3','F',24991,'M1823072687','28007','es_transportation',38.59,0
55,'C1336232196','2','F',69904,'M1823072687','28007','es_transportation',3.97,0
108,'C1161949399','4','F',21796,'M1823072687','28007','es_transportation',8.87,0
134,'C119537158','6','F',84803,'M1823072687','28007','es_transportation',46.69,0
18,'C1394428191','1','F',15107,'M1823072687','28007','es_transportation',38.79,0
112,'C403994735','6','F',63057,'M1823072687','28007','es_transportation',54.27,1
92,'C484268062','2','F',21442,'M1823072687','28007','es_transportation',140.8,0
177,'C1694165271','5','F',38773,'M1823072687','28007','es_transportation',33.61,0
144,'C1501156188','2','F',18765,'M1823072687','28007','es_transportation',15.99,0
121,'C2101882723','2','F',65997,'M1823072687','28007','es_transportation',95.45,0
156,'C1667002698','2','F',65108,'M1823072687','28007','es_transportation',64.23,0
116,'C1340398290','4','F',25022,'M1823072687','28007','es_transportation',38.95,0
116,'C1533664211','3','F',62867,'M1823072687','28007','es_transportation',4.61,0
66,'C367433559','5','F',41621,'M1823072687','28007','es_transportation',17.21,0
163,'C532292379','4','F',65852,'M1823072687','28007','es_transportation',32.78,0
162,'C1284327050','6','F',44455,'M1823072687','28007','es_transportation',5.33,0
70,'C820456300','2','U',63874,'M1823072687','28007','es_travel',120.07,0
101,'C27106217','5','U',55011,'M1823072687','28007','es_leisure',74.97,0
16,'C1577104524','4','F',43989,'M1823072687','28007','es_transportation',19.64,0
136,'C611182051','3','F',37662,'M1823072687','28007','es_leisure',115.24,0
118,'C2108669396','2','U',86867,'M1823072687','28007','es_transportation',25.42,0
105,'C2015444413','3','U',84533,'M1823072687','28007','es_transportation',17.08,0
33,'C477595630','3','F',91025,'M1823072687','28007','es_transportation',27.26,0
21,'C199512926','2','F',59637,'M1823072687','28007','es_transportation',22.63,0
115,'C1133386558','3','F',24019,'M1823072687','28007','es_leisure',145.18,0
157,'C148765233','2','F',29646,'M1823072687','28007','es_transportation',12.37,0
124,'C695481887','2','F',16158,'M1823072687','28007','es_transportation',6.48,0
135,'C752270622','5','F',60270,'M1823072687','28007','es_transportation',10.03,0
81,'C677202538','4','F',14540,'M1823072687','28007','es_transportation',48.61,0
49,'C432013067','2','U',11037,'M1823072687','28007','es_transportation',73.81,0
39,'C712473227','2','F',63262,'M1823072687','28007','es_transportation',4.27,0
138,'C135716487','2','F',14199,'M1823072687','28007','es_transportation',77.97,0
170,'C1547689237','3','F',17907,'M1823072687','28007','es_transportation',39.59,0
73,'C2123693067','3','F',59916,'M1823072687','28007','es_transportation',12.38,0
21,'C2094361013','1','F',72378,'M1823072687','28007','es_transportation',26.34,0
50,'C423891632','6','F',08190,'M1823072687','28007','es_transportation',14.84,0
177,'C858011639','5','F',60040,'M1823072687','28007','es_transportation',31.28,0
6,'C1977058282','5','F',87786,'M1823072687','28007','es_transportation',61.19,0
34,'C966214713','2','F',14018,'M1823072687','28007','es_transportation',42.66,0
128,'C1952040134','3','F',99744,'M1823072687','28007','es_transportation',21.76,0
44,'C1085056650','6','F',68325,'M1823072687','28007','es_transportation',62.38,0
164,'C1872660217','2','F',68578,'M1823072687','28007','es_transportation',4.56,0
173,'C1192557067','3','F',86634,'M1823072687','28007','es_transportation',42.46,0
147,'C1242643189','3','F',81469,'M1823072687','28007','es_transportation',11.74,0
15,'C1736605496','2','F',95474,'M1823072687','28007','es_transportation',96.71,0
114,'C718962269','2','F',91378,'M1823072687','28007','es_transportation',11.63,0
10,'C1801270098','3','F',78329,'M1823072687','28007','es_transportation',0.49,0
40,'C819978438','3','F',96924,'M1823072687','28007','es_transportation',32.67,0
102,'C1141524074','3','F',82218,'M1823072687','28007','es_transportation',17.56,0
100,'C560376591','4','F',15274,'M1823072687','28007','es_transportation',5.18,0
155,'C395508103','4','F',94696,'M1823072687','28007','es_fashion',15.79,0
158,'C1826105311','3','F',11652,'M1823072687','28007','es_transportation',1.71,0
65,'C916497516','4','F',15060,'M1823072687','28007','es_transportation',23.96,0
153,'C1251749294','6','F',31075,'M1823072687','28007','es_transportation',1.05,0
142,'C1982277917','2','U',73219,'M1823072687','28007','es_transportation',54.28,0
67,'C42779194','2','U',23163,'M1823072687','28007','es_transportation',34.23,0
42,'C1897705669','2','F',39597,'M1823072687','28007','es_transportation',23.54,0
154,'C1358225719','3','F',99101,'M1823072687','28007','es_transportation',11.49,0
174,'C1676378077','3','F',17847,'M1823072687','28007','es_transportation',49.4,0
104,'C295094185','4','F',05710,'M1823072687','28007','es_transportation',23.87,0
104,'C834963773','4','U',88525,'M1823072687','28007','es_transportation',50.55,0
9,'C2039473569','3','F',73749,'M1823072687','28007','es_transportation',114.88,0
147,'C446298173','2','U',90714,'M1823072687','28007','es_transportation',20.6,0
32,'C1706918687','5','U',06232,'M1823072687','28007','es_transportation',83.54,1
144,'C173276320','2','F',15177,'M1823072687','28007','es_transportation',119.75,0
58,'C399777042','2','F',42217,'M1823072687','28007','es_transportation',46.73,0
128,'C965801920','1','F',55169,'M1823072687','28007','es_transportation',14.63,0
107,'C1549232957','3','F',82693,'M1823072687','28007','es_transportation',42.92,0
46,'C1069648311','1','F',45706,'M1823072687','28007','es_transportation',10.63,0
145,'C146494822','3','F',67315,'M1823072687','28007','es_transportation',66.09,0
140,'C1057285507','4','F',41997,'M1823072687','28007','es_leisure',98.63,0
39,'C285984841','2','F',84992,'M1823072687','28007','es_transportation',5.98,0
35,'C1182825160','4','F',71678,'M1823072687','28007','es_transportation',49.42,0
98,'C1760524265','6','F',24742,'M1823072687','28007','es_transportation',44.93,0
56,'C739732151','5','U',05102,'M1823072687','28007','es_transportation',17.96,0
176,'C1871125244','3','F',93410,'M1823072687','28007','es_transportation',7.85,0
9,'C1293338142','2','F',08677,'M1823072687','28007','es_transportation',2.49,0
90,'C983636862','3','F',19304,'M1823072687','28007','es_transportation',5.89,0
44,'C1876476635','2','F',91068,'M1823072687','28007','es_transportation',9.42,0
165,'C1480367576','2','F',41421,'M1823072687','28007','es_leisure',34.05,0
158,'C1798653291','3','F',94586,'M1823072687','28007','es_transportation',57.5,0
167,'C1171622243','2','F',07145,'M1823072687','28007','es_transportation',10.29,0
14,'C612005121','2','F',16546,'M1823072687','28007','es_transportation',22.88,0
25,'C47376492','3','F',63366,'M1823072687','28007','es_transportation',55.9,0
98,'C915430510','3','F',13997,'M1823072687','28007','es_transportation',5.33,0
106,'C274387846','1','F',40849,'M1823072687','28007','es_transportation',13.57,0
153,'C366601563','2','U',00883,'M1823072687','28007','es_transportation',21.92,0
33,'C1960578141','2','F',66794,'M1823072687','28007','es_transportation',155.13,0
72,'C10105795','2','F',42274,'M1823072687','28007','es_transportation',5.85,0
154,'C926672832','4','F',10504,'M1823072687','28007','es_transportation',20.63,0
113,'C1364381627','4','F',83290,'M1823072687','28007','es_transportation',47.49,0
62,'C623466885','3','F',10978,'M1823072687','28007','es_transportation',54.78,0
112,'C1340235335','3','F',65655,'M1823072687','28007','es_transportation',27.95,0
135,'C550190826','3','F',38024,'M1823072687','28007','es_transportation',8.93,0
14,'C188991095','3','F',66517,'M1823072687','28007','es_transportation',14.31,0
140,'C1495681901','2','F',77532,'M1823072687','28007','es_transportation',34.62,0
124,'C1266329800','5','F',89095,'M1823072687','28007','es_transportation',46.36,0
32,'C1193034305','3','F',08059,'M1823072687','28007','es_transportation',36.74,0
174,'C1744581762','3','U',04652,'M1823072687','28007','es_transportation',8.87,0
91,'C54876469','2','F',09929,'M1823072687','28007','es_leisure',56.83,0
160,'C964866248','2','U',50705,'M1823072687','28007','es_transportation',35.94,0
60,'C1769401317','4','F',98374,'M1823072687','28007','es_transportation',56.25,0
90,'C879949041','2','F',80792,'M1823072687','28007','es_transportation',8.74,0
43,'C445134555','2','U',98532,'M1823072687','28007','es_transportation',13.23,0
85,'C1497615115','1','F',93335,'M1823072687','28007','es_transportation',52.66,0
157,'C1204610604','1','F',38270,'M1823072687','28007','es_transportation',19.01,0
124,'C1449000407','2','F',25473,'M1823072687','28007','es_transportation',67.0,0
51,'C402758720','1','F',18586,'M1823072687','28007','es_transportation',12.17,0
12,'C102364766','3','F',90651,'M1823072687','28007','es_transportation',33.53,0
141,'C30374753','3','F',81167,'M1823072687','28007','es_transportation',86.68,0
10,'C587016440','2','F',98324,'M1823072687','28007','es_transportation',10.21,0
137,'C827822455','2','F',30315,'M1823072687','28007','es_transportation',69.8,0
156,'C875900250','1','U',10432,'M1823072687','28007','es_transportation',33.06,0
112,'C989137613','3','F',24491,'M1823072687','28007','es_transportation',17.16,0
17,'C937166633','2','F',50379,'M1823072687','28007','es_transportation',1.67,0
143,'C469767739','2','F',28584,'M1823072687','28007','es_transportation',17.65,0
3,'C105013970','4','F',35157,'M1823072687','28007','es_transportation',104.77,0
19,'C1874220848','1','F',28697,'M1823072687','28007','es_leisure',79.87,0
148,'C987677028','2','F',05125,'M1823072687','28007','es_transportation',6.2,0
35,'C1949469724','3','U',56803,'M1823072687','28007','es_transportation',24.67,0
65,'C96407618','3','F',49539,'M1823072687','28007','es_transportation',75.34,0
80,'C1211514218','6','F',17646,'M1823072687','28007','es_leisure',160.03,0
120,'C1114643543','U','F',37778,'M1823072687','28007','es_transportation',7.14,0
117,'C1904416498','3','U',54841,'M1823072687','28007','es_transportation',1.38,0
39,'C1327124397','4','F',02308,'M1823072687','28007','es_transportation',74.93,0
11,'C1522289895','1','F',15152,'M1823072687','28007','es_transportation',2.58,0
35,'C1186953291','2','F',91330,'M1823072687','28007','es_transportation',16.1,0
8,'C1707421914','3','F',22876,'M1823072687','28007','es_transportation',2.23,0
156,'C961154945','2','F',14546,'M1823072687','28007','es_transportation',2.69,0
116,'C732771224','3','F',10717,'M1823072687','28007','es_transportation',44.61,0
147,'C323912860','2','F',53944,'M1823072687','28007','es_transportation',24.57,0
72,'C1838681949','2','F',79921,'M1823072687','28007','es_transportation',14.81,0
22,'C1187799344','4','F',15245,'M1823072687','28007','es_leisure',172.15,0
174,'C634714812','2','U',30277,'M1823072687','28007','es_transportation',3.83,0
122,'C2125787399','3','F',31617,'M1823072687','28007','es_transportation',13.05,0
118,'C951702775','3','U',81254,'M1823072687','28007','es_transportation',22.99,0
117,'C1468773146','4','F',71973,'M1823072687','28007','es_leisure',34.14,0
164,'C1560259762','6','F',50989,'M1823072687','28007','es_transportation',6.58,0
7,'C292682242','4','F',34861,'M1823072687','28007','es_transportation',13.22,0
145,'C1557540123','3','F',23131,'M1823072687','28007','es_transportation',7.31,0
29,'C487243829','1','F',01426,'M1823072687','28007','es_transportation',56.57,0
156,'C345742557','1','U',58648,'M1823072687','28007','es_transportation',123.96,0
54,'C156162339','2','F',71556,'M1823072687','28007','es_transportation',12.66,0
87,'C1100337763','3','U',06340,'M1823072687','28007','es_transportation',41.82,0
91,'C1214780453','5','F',59516,'M1823072687','28007','es_transportation',16.15,0
106,'C786249459','2','F',94724,'M1823072687','28007','es_transportation',27.37,0
179,'C975211427','2','F',92476,'M1823072687','28007','es_leisure',61.26,0
80,'C365096731','2','F',81726,'M1823072687','28007','es_transportation',19.11,0
165,'C1180936672','1','F',25997,'M1823072687','28007','es_transportation',104.89,0
176,'C356750222','2','F',90999,'M1823072687','28007','es_transportation',4.45,0
101,'C360019679','2','F',38842,'M1823072687','28007','es_transportation',17.33,0
70,'C1368070837','4','F',23394,'M1823072687','28007','es_leisure',15.57,0
51,'C1077245673','2','F',53289,'M1823072687','28007','es_transportation',89.55,0
81,'C1204740969','4','U',00788,'M1823072687','28007','es_transportation',23.05,0
168,'C227356089','5','F',78432,'M1823072687','28007','es_leisure',40.03,0
144,'C2094478222','2','F',87347,'M1823072687','28007','es_transportation',14.62,0
175,'C2130327838','4','F',20578,'M1823072687','28007','es_transportation',19.36,0
127,'C1480799932','3','F',70005,'M1823072687','28007','es_transportation',31.19,0
63,'C171345183','2','F',69582,'M1823072687','28007','es_leisure',55.12,0
169,'C506565122','2','F',29692,'M1823072687','28007','es_transportation',13.85,0
171,'C1762043633','2','F',55334,'M1823072687','28007','es_transportation',23.48,0
63,'C1876476635','3','F',56853,'M1823072687','28007','es_transportation',39.24,0
35,'C1680323951','2','F',83948,'M1823072687','28007','es_transportation',3.2,0
30,'C1387070447','4','F',63138,'M1823072687','28007','es_transportation',54.57,0
173,'C1675884425','2','F',22386,'M1823072687','28007','es_transportation',39.93,0
53,'C892377311','5','F',06631,'M1823072687','28007','es_leisure',146.56,0
38,'C1615671416','4','F',26844,'M1823072687','28007','es_transportation',0.1,0
44,'C1698653726','3','F',11259,'M1823072687','28007','es_transportation',54.63,0
136,'C692102449','4','F',13875,'M1823072687','28007','es_leisure',41.26,0
154,'C2115574807','2','F',67478,'M1823072687','28007','es_transportation',24.35,0
175,'C1321889892','3','F',51035,'M1823072687','28007','es_transportation',33.75,0
137,'C71763178','2','F',69970,'M1823072687','28007','es_leisure',28.56,0
140,'C1427325535','6','F',05110,'M1823072687','28007','es_transportation',14.59,0
107,'C1839662768','3','F',35695,'M1823072687','28007','es_transportation',47.51,0
44,'C23740594','2','F',81774,'M1823072687','28007','es_transportation',69.44,0
168,'C923919564','4','F',49017,'M1823072687','28007','es_transportation',73.73,0
94,'C353418507','4','F',09288,'M1823072687','28007','es_transportation',27.45,0
19,'C1999090638','2','F',06081,'M85975013','28007','es_leisure',13.32,0
38,'C1899001756','5','F',65201,'M1823072687','28007','es_transportation',135.64,0
6,'C1341517098','1','F',17325,'M1823072687','28007','es_transportation',58.95,0
22,'C22920054','2','F',88912,'M1823072687','28007','es_transportation',92.57,0
177,'C1155259690','2','U',34581,'M1823072687','28007','es_transportation',84.11,0
51,'C333991833','4','U',13207,'M1823072687','28007','es_transportation',73.25,0
118,'C1156346576','5','F',40876,'M1823072687','28007','es_transportation',8.96,0
89,'C1963617384','4','F',14856,'M1823072687','28007','es_transportation',44.09,0
165,'C1703319891','2','F',59543,'M1823072687','28007','es_transportation',28.65,0
85,'C1722275939','6','F',98533,'M1823072687','28007','es_transportation',4.39,0
107,'C899813705','2','F',84040,'M1823072687','28007','es_transportation',13.02,0
134,'C864725258','3','F',95207,'M1823072687','28007','es_leisure',90.19,0
169,'C310220915','2','U',51578,'M1823072687','28007','es_leisure',30.96,0
93,'C2058916086','4','F',27202,'M1823072687','28007','es_transportation',2.95,0
105,'C267009229','2','F',07472,'M1823072687','28007','es_transportation',23.95,0
75,'C2120153320','3','F',79773,'M1823072687','28007','es_transportation',45.34,0
175,'C1514271157','3','U',12512,'M1823072687','28007','es_transportation',21.64,0
114,'C299068475','4','F',43852,'M1823072687','28007','es_transportation',12.49,0
100,'C226102422','4','F',11682,'M1823072687','28007','es_transportation',3.73,0
81,'C1158233054','5','F',32478,'M1823072687','28007','es_transportation',3.89,0
174,'C125143024','5','F',95089,'M1823072687','28007','es_transportation',1.88,1
132,'C117577408','4','F',92655,'M1823072687','28007','es_transportation',26.22,0
85,'C1374336520','2','F',44787,'M1823072687','28007','es_leisure',44.9,0
164,'C2100825064','0','U',52117,'M1823072687','28007','es_transportation',1.22,0
117,'C1781238594','5','F',23260,'M1823072687','28007','es_transportation',175.85,0
92,'C1410823375','4','U',79932,'M1823072687','28007','es_transportation',6.88,0
68,'C255292461','2','F',02412,'M1823072687','28007','es_leisure',55.53,0
143,'C2136008441','1','F',49269,'M1823072687','28007','es_transportation',50.39,0
57,'C918296398','4','F',30790,'M1823072687','28007','es_leisure',57.34,1
91,'C2074365962','3','F',47100,'M1823072687','28007','es_transportation',20.07,0
22,'C608244416','5','U',14773,'M1823072687','28007','es_transportation',3.3,0
56,'C1750835738','4','F',18519,'M1823072687','28007','es_transportation',3.4,0
109,'C1453275851','4','F',31564,'M1823072687','28007','es_leisure',22.32,0
169,'C846682077','4','F',72520,'M85975013','28007','es_leisure',144.69,0
9,'C1956819896','4','U',55666,'M1823072687','28007','es_transportation',49.29,0
92,'C56690195','2','F',34973,'M1823072687','28007','es_transportation',5.38,0
157,'C1188590334','4','F',23237,'M1823072687','28007','es_transportation',9.28,0
123,'C1530773220','2','F',28943,'M1823072687','28007','es_transportation',8.33,0
37,'C131915922','4','F',40542,'M1823072687','28007','es_hyper',19.87,0
170,'C341292164','0','U',62937,'M1823072687','28007','es_transportation',103.26,0
150,'C756645719','3','F',11773,'M1823072687','28007','es_transportation',8.72,0
88,'C766494418','2','F',65072,'M1823072687','28007','es_transportation',16.08,0
30,'C1783773775','4','F',79168,'M1823072687','28007','es_transportation',21.13,0
143,'C1133386558','2','F',32839,'M1823072687','28007','es_transportation',1.72,0
155,'C1663056729','2','F',11927,'M1823072687','28007','es_transportation',112.88,0
117,'C1602614455','3','F',12765,'M1823072687','28007','es_transportation',15.49,0
176,'C1683471006','5','F',06568,'M1823072687','28007','es_wellnessandbeauty',73.89,0
138,'C1368210201','1','F',38920,'M1823072687','28007','es_transportation',48.67,0
33,'C369046885','3','F',07922,'M1823072687','28007','es_wellnessandbeauty',42.46,0
135,'C288684762','4','U',35892,'M1823072687','28007','es_transportation',7.5,0
179,'C1708261114','2','U',34278,'M1823072687','28007','es_transportation',11.53,0
169,'C469822988','4','U',70362,'M1823072687','28007','es_transportation',29.72,0
148,'C1545573016','3','U',66365,'M1823072687','28007','es_transportation',2.22,0
6,'C1087227796','2','F',97512,'M1823072687','28007','es_transportation',53.17,1
29,'C445432762','4','F',59586,'M1823072687','28007','es_transportation',76.11,0
30,'C1837295173','4','F',61177,'M1823072687','28007','es_transportation',63.3,0
149,'C896894357','4','F',76557,'M1823072687','28007','es_transportation',23.96,0
36,'C846682077','2','F',25878,'M1823072687','28007','es_transportation',0.41,0
162,'C1697528836','3','F',85081,'M1823072687','28007','es_transportation',6.71,0
166,'C1130847219','4','F',43823,'M1823072687','28007','es_transportation',10.61,0
121,'C1911908507','3','F',33732,'M1823072687','28007','es_transportation',97.16,0
59,'C763005836','5','U',03031,'M1823072687','28007','es_transportation',14.98,0
68,'C1549232957','4','F',64371,'M1823072687','28007','es_transportation',12.19,0
119,'C576358551','4','F',49403,'M1823072687','28007','es_transportation',3.1,0
118,'C684153556','3','F',58345,'M1823072687','28007','es_transportation',162.47,0
64,'C1514271157','3','F',40725,'M1823072687','28007','es_transportation',25.06,0
161,'C1977058282','1','F',56375,'M1823072687','28007','es_transportation',4.07,0
120,'C2117552812','3','F',57073,'M1823072687','28007','es_transportation',1.18,0
107,'C1781924994','3','F',14063,'M480139044','28007','es_leisure',7.41,0
77,'C1768220463','U','F',69121,'M1823072687','28007','es_transportation',4.23,0
127,'C123366357','6','F',91326,'M1823072687','28007','es_transportation',53.79,0
47,'C144783459','6','F',34395,'M1823072687','28007','es_transportation',70.05,1
162,'C362654279','5','F',88525,'M1823072687','28007','es_transportation',13.17,0
25,'C564451627','5','U',13922,'M1823072687','28007','es_transportation',35.86,0
134,'C1610565169','4','F',76757,'M1823072687','28007','es_transportation',5.83,0
173,'C551080865','3','F',41107,'M1823072687','28007','es_transportation',12.77,0
67,'C529135239','3','F',25443,'M1823072687','28007','es_transportation',32.52,0
48,'C1226947303','1','F',40616,'M1823072687','28007','es_transportation',42.0,0
131,'C1714895875','1','F',94701,'M1823072687','28007','es_transportation',2.64,0
173,'C1548873226','3','F',02641,'M1823072687','28007','es_tech',47.66,0
167,'C1156885344','1','F',60268,'M1823072687','28007','es_transportation',3.81,0
14,'C508633218','3','U',87936,'M1823072687','28007','es_transportation',19.23,0
86,'C1164613439','3','F',70269,'M1823072687','28007','es_transportation',13.75,0
93,'C190521845','2','F',12752,'M1823072687','28007','es_fashion',51.89,0
71,'C1433132752','5','F',60040,'M1823072687','28007','es_transportation',56.25,0
124,'C722887134','0','U',47618,'M1823072687','28007','es_transportation',6.55,0
18,'C86186949','4','F',08890,'M1823072687','28007','es_transportation',30.13,0
100,'C2080088206','2','F',50201,'M1823072687','28007','es_transportation',29.82,0
110,'C958780730','2','U',94775,'M1823072687','28007','es_leisure',31.88,0
51,'C1045324088','2','U',09399,'M1823072687','28007','es_transportation',110.35,0
